iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,population,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
DZA,Africa,Algeria,9/5/2020,45773,304,338.571,1537,8,8,1019.37,6.77,7.54,34.229,0.178,0.178,0.85,42,0.935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.93,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,44903228,,,,
DZA,Africa,Algeria,9/6/2020,46071,298,327,1547,10,8.286,1026.006,6.636,7.282,34.452,0.223,0.185,0.85,44,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.93,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,44903228,,,,
DZA,Africa,Algeria,9/7/2020,46364,293,316.857,1554,7,7.857,1032.532,6.525,7.056,34.608,0.156,0.175,0.85,43,0.958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.93,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,44903228,,,,
DZA,Africa,Algeria,9/8/2020,46653,289,308.429,1560,6,7.429,1038.968,6.436,6.869,34.741,0.134,0.165,0.85,35,0.779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.93,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,44903228,,,,
DZA,Africa,Algeria,9/9/2020,46938,285,300.714,1569,9,7.571,1045.315,6.347,6.697,34.942,0.2,0.169,0.84,40,0.891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.93,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,44903228,,,,
DZA,Africa,Algeria,9/10/2020,47216,278,294,1579,10,8,1051.506,6.191,6.547,35.165,0.223,0.178,0.84,39,0.869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.93,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,44903228,,,,
DZA,Africa,Algeria,9/11/2020,47488,272,288.429,1589,10,8.571,1057.563,6.057,6.423,35.387,0.223,0.191,0.84,32,0.713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.93,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,44903228,,,,
DZA,Africa,Algeria,9/12/2020,47752,264,282.714,1597,8,8.571,1063.442,5.879,6.296,35.565,0.178,0.191,0.84,36,0.802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.93,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,44903228,,,,
DZA,Africa,Algeria,9/13/2020,48007,255,276.571,1603,6,8,1069.121,5.679,6.159,35.699,0.134,0.178,0.84,29,0.646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.93,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,44903228,,,,
DZA,Africa,Algeria,9/14/2020,48254,247,270,1610,7,8,1074.622,5.501,6.013,35.855,0.156,0.178,0.83,27,0.601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.93,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,44903228,,,,
DZA,Africa,Algeria,9/15/2020,48496,242,263.286,1618,8,8.286,1080.011,5.389,5.863,36.033,0.178,0.185,0.83,31,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.93,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,44903228,,,,
DZA,Africa,Algeria,9/16/2020,48734,238,256.571,1630,12,8.714,1085.312,5.3,5.714,36.3,0.267,0.194,0.83,31,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.93,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,44903228,,,,
DZA,Africa,Algeria,9/17/2020,48966,232,250,1643,13,9.143,1090.478,5.167,5.568,36.59,0.29,0.204,0.82,32,0.713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.93,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,44903228,,,,
DZA,Africa,Algeria,9/18/2020,49194,228,243.714,1652,9,9,1095.556,5.078,5.428,36.79,0.2,0.2,0.82,27,0.601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.93,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,44903228,,,,
DZA,Africa,Algeria,9/19/2020,49413,219,237.286,1657,5,8.571,1100.433,4.877,5.284,36.902,0.111,0.191,0.82,32,0.713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.93,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,44903228,,,,
DZA,Africa,Algeria,9/20/2020,49623,210,230.857,1663,6,8.571,1105.11,4.677,5.141,37.035,0.134,0.191,0.82,31,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.93,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,44903228,,,,
DZA,Africa,Algeria,9/21/2020,49826,203,224.571,1670,7,8.571,1109.631,4.521,5.001,37.191,0.156,0.191,0.82,29,0.646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.93,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,44903228,,,,
DZA,Africa,Algeria,9/22/2020,50023,197,218.143,1677,7,8.429,1114.018,4.387,4.858,37.347,0.156,0.188,0.82,34,0.757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.93,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,44903228,,,,
DZA,Africa,Algeria,9/23/2020,50214,191,211.429,1687,10,8.143,1118.271,4.254,4.709,37.57,0.223,0.181,0.81,25,0.557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.93,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,44903228,,,,
DZA,Africa,Algeria,9/24/2020,50400,186,204.857,1696,9,7.571,1122.414,4.142,4.562,37.77,0.2,0.169,0.81,27,0.601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.93,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,44903228,,,,
DZA,Africa,Algeria,9/25/2020,50579,179,197.857,1701,5,7,1126.4,3.986,4.406,37.881,0.111,0.156,0.81,25,0.557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.93,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,44903228,,,,
DZA,Africa,Algeria,9/26/2020,50754,175,191.571,1705,4,6.857,1130.297,3.897,4.266,37.971,0.089,0.153,0.81,25,0.557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.93,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,44903228,,,,
DZA,Africa,Algeria,9/27/2020,50914,160,184.429,1709,4,6.571,1133.861,3.563,4.107,38.06,0.089,0.146,0.82,22,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.93,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,44903228,,,,
DZA,Africa,Algeria,9/28/2020,51067,153,177.286,1712,3,6,1137.268,3.407,3.948,38.126,0.067,0.134,0.82,25,0.557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.93,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,44903228,,,,
DZA,Africa,Algeria,9/29/2020,51213,146,170,1717,5,5.714,1140.519,3.251,3.786,38.238,0.111,0.127,0.83,23,0.512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.93,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,44903228,,,,
DZA,Africa,Algeria,9/30/2020,51368,155,164.857,1724,7,5.286,1143.971,3.452,3.671,38.394,0.156,0.118,0.84,23,0.512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.93,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,44903228,31062.898,22.44,19.15,714.8839
DZA,Africa,Algeria,10/1/2020,51530,162,161.429,1734,10,5.429,1147.579,3.608,3.595,38.616,0.223,0.121,0.85,23,0.512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.93,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,44903228,,,,
DZA,Africa,Algeria,10/2/2020,51690,160,158.714,1741,7,5.714,1151.142,3.563,3.535,38.772,0.156,0.127,0.86,23,0.512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.93,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,44903228,,,,
DZA,Africa,Algeria,10/3/2020,51847,157,156.143,1749,8,6.286,1154.639,3.496,3.477,38.95,0.178,0.14,0.87,25,0.557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.93,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,44903228,,,,
DZA,Africa,Algeria,10/4/2020,51995,148,154.429,1756,7,6.714,1157.935,3.296,3.439,39.106,0.156,0.15,0.88,21,0.468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.93,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,44903228,,,,
DZA,Africa,Algeria,10/5/2020,52136,141,152.714,1760,4,6.857,1161.075,3.14,3.401,39.195,0.089,0.153,0.89,22,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.93,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,44903228,,,,
DZA,Africa,Algeria,10/6/2020,52270,134,151,1768,8,7.286,1164.059,2.984,3.363,39.374,0.178,0.162,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.93,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,44903228,,,,
DZA,Africa,Algeria,10/7/2020,52399,129,147.286,1773,5,7,1166.932,2.873,3.28,39.485,0.111,0.156,0.92,31,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.93,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,44903228,,,,
DZA,Africa,Algeria,10/8/2020,52520,121,141.429,1779,6,6.429,1169.626,2.695,3.15,39.619,0.134,0.143,0.94,30,0.668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.93,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,44903228,,,,
DZA,Africa,Algeria,10/9/2020,52658,138,138.286,1783,4,6,1172.7,3.073,3.08,39.708,0.089,0.134,0.97,31,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.93,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,44903228,,,,
DZA,Africa,Algeria,10/10/2020,52804,146,136.714,1789,6,5.714,1175.951,3.251,3.045,39.841,0.134,0.127,1,31,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.93,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,44903228,,,,
DZA,Africa,Algeria,10/11/2020,52940,136,135,1795,6,5.571,1178.98,3.029,3.006,39.975,0.134,0.124,1.03,28,0.624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.93,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,44903228,,,,
DZA,Africa,Algeria,10/12/2020,53072,132,133.714,1801,6,5.857,1181.919,2.94,2.978,40.108,0.134,0.13,1.07,35,0.779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.93,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,44903228,,,,
DZA,Africa,Algeria,10/13/2020,53225,153,136.429,1809,8,5.857,1185.327,3.407,3.038,40.287,0.178,0.13,1.08,38,0.846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.93,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,44903228,,,,
DZA,Africa,Algeria,10/14/2020,53399,174,142.857,1818,9,6.429,1189.202,3.875,3.181,40.487,0.2,0.143,1.11,35,0.779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.93,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,44903228,,,,
DZA,Africa,Algeria,10/15/2020,53584,185,152,1827,9,6.857,1193.322,4.12,3.385,40.687,0.2,0.153,1.14,35,0.779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.93,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,44903228,,,,
DZA,Africa,Algeria,10/16/2020,53777,193,159.857,1836,9,7.571,1197.62,4.298,3.56,40.888,0.2,0.169,1.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.93,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,44903228,,,,
DZA,Africa,Algeria,10/17/2020,53998,221,170.571,1841,5,7.429,1202.542,4.922,3.799,40.999,0.111,0.165,1.18,36,0.802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.93,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,44903228,,,,
DZA,Africa,Algeria,10/18/2020,54203,205,180.429,1846,5,7.286,1207.107,4.565,4.018,41.111,0.111,0.162,1.19,33,0.735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.93,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,44903228,,,,
DZA,Africa,Algeria,10/19/2020,54402,199,190,1856,10,7.857,1211.539,4.432,4.231,41.333,0.223,0.175,1.2,39,0.869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.93,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,44903228,,,,
DZA,Africa,Algeria,10/20/2020,54616,214,198.714,1865,9,8,1216.305,4.766,4.425,41.534,0.2,0.178,1.22,38,0.846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.93,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,44903228,,,,
DZA,Africa,Algeria,10/21/2020,54839,223,205.714,1873,8,7.857,1221.271,4.966,4.581,41.712,0.178,0.175,1.23,37,0.824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.93,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,44903228,,,,
DZA,Africa,Algeria,10/22/2020,55091,252,215.286,1880,7,7.571,1226.883,5.612,4.794,41.868,0.156,0.169,1.24,31,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,44903228,,,,
DZA,Africa,Algeria,10/23/2020,55357,266,225.714,1888,8,7.429,1232.807,5.924,5.027,42.046,0.178,0.165,1.24,33,0.735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,44903228,,,,
DZA,Africa,Algeria,10/24/2020,55630,273,233.143,1897,9,8,1238.886,6.08,5.192,42.246,0.2,0.178,1.24,29,0.646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,44903228,,,,
DZA,Africa,Algeria,10/25/2020,55630,0,203.857,1897,0,7.286,1238.886,0,4.54,42.246,0,0.162,1.25,29,0.646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,44903228,,,,
DZA,Africa,Algeria,10/26/2020,55630,0,175.429,1897,0,5.857,1238.886,0,3.907,42.246,0,0.13,1.26,30,0.668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,44903228,,,,
DZA,Africa,Algeria,10/27/2020,56419,789,257.571,1922,25,8.143,1256.458,17.571,5.736,42.803,0.557,0.181,1.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,44903228,,,,
DZA,Africa,Algeria,10/28/2020,56706,287,266.714,1931,9,8.286,1262.849,6.392,5.94,43.004,0.2,0.185,1.27,40,0.891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,44903228,,,,
DZA,Africa,Algeria,10/29/2020,57026,320,276.429,1941,10,8.714,1269.976,7.126,6.156,43.226,0.223,0.194,1.27,39,0.869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,44903228,,,,
DZA,Africa,Algeria,10/30/2020,57332,306,282.143,1949,8,8.714,1276.79,6.815,6.283,43.404,0.178,0.194,1.29,48,1.069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,44903228,,,,
DZA,Africa,Algeria,10/31/2020,57651,319,288.714,1956,7,8.429,1283.894,7.104,6.43,43.56,0.156,0.188,1.3,44,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,44903228,34432,22.4,22.03,792.42065
DZA,Africa,Algeria,11/1/2020,57942,291,330.286,1964,8,9.571,1290.375,6.481,7.356,43.739,0.178,0.213,1.33,49,1.091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,44903228,,,,
DZA,Africa,Algeria,11/2/2020,58272,330,377.429,1973,9,10.857,1297.724,7.349,8.405,43.939,0.2,0.242,1.35,46,1.024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,44903228,,,,
DZA,Africa,Algeria,11/3/2020,58574,302,307.857,1980,7,8.286,1304.45,6.726,6.856,44.095,0.156,0.185,1.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,44903228,,,,
DZA,Africa,Algeria,11/4/2020,58979,405,324.714,1989,9,8.286,1313.469,9.019,7.231,44.295,0.2,0.185,1.43,50,1.114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.3,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,44903228,,,,
DZA,Africa,Algeria,11/5/2020,59527,548,357.286,1999,10,8.286,1325.673,12.204,7.957,44.518,0.223,0.185,1.45,53,1.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.3,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,44903228,,,,
DZA,Africa,Algeria,11/6/2020,60169,642,405.286,2011,12,8.857,1339.97,14.297,9.026,44.785,0.267,0.197,1.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.3,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,44903228,,,,
DZA,Africa,Algeria,11/7/2020,60800,631,449.857,2024,13,9.714,1354.023,14.052,10.018,45.075,0.29,0.216,1.45,59,1.314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.3,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,44903228,,,,
DZA,Africa,Algeria,11/8/2020,61381,581,491.286,2036,12,10.286,1366.962,12.939,10.941,45.342,0.267,0.229,1.44,63,1.403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.3,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,44903228,,,,
DZA,Africa,Algeria,11/9/2020,62051,670,539.857,2048,12,10.714,1381.883,14.921,12.023,45.609,0.267,0.239,1.43,60,1.336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.3,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,44903228,,,,
DZA,Africa,Algeria,11/10/2020,62693,642,588.429,2062,14,11.714,1396.18,14.297,13.104,45.921,0.312,0.261,1.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.52,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,44903228,,,,
DZA,Africa,Algeria,11/11/2020,63446,753,638.143,2077,15,12.571,1412.95,16.769,14.212,46.255,0.334,0.28,1.41,49,1.091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.52,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,44903228,,,,
DZA,Africa,Algeria,11/12/2020,64257,811,675.714,2093,16,13.429,1431.011,18.061,15.048,46.611,0.356,0.299,1.39,53,1.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.52,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,44903228,,,,
DZA,Africa,Algeria,11/13/2020,65108,851,705.571,2111,18,14.286,1449.963,18.952,15.713,47.012,0.401,0.318,1.37,52,1.158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.52,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,44903228,,,,
DZA,Africa,Algeria,11/14/2020,65975,867,739.286,2125,14,14.429,1469.271,19.308,16.464,47.324,0.312,0.321,1.35,42,0.935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.52,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,44903228,,,,
DZA,Africa,Algeria,11/15/2020,66819,844,776.857,2139,14,14.714,1488.067,18.796,17.301,47.636,0.312,0.328,1.33,44,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.22,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,44903228,,,,
DZA,Africa,Algeria,11/16/2020,67679,860,804,2154,15,15.143,1507.219,19.152,17.905,47.97,0.334,0.337,1.32,50,1.114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.22,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,44903228,,,,
DZA,Africa,Algeria,11/17/2020,68589,910,842.286,2168,14,15.143,1527.485,20.266,18.758,48.282,0.312,0.337,1.3,39,0.869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.22,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,44903228,,,,
DZA,Africa,Algeria,11/18/2020,69591,1002,877.857,2186,18,15.571,1549.799,22.315,19.55,48.682,0.401,0.347,1.28,43,0.958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.22,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,44903228,,,,
DZA,Africa,Algeria,11/19/2020,70629,1038,910.286,2206,20,16.143,1572.916,23.116,20.272,49.128,0.445,0.36,1.25,53,1.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.22,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,44903228,,,,
DZA,Africa,Algeria,11/20/2020,71652,1023,934.857,2224,18,16.143,1595.698,22.782,20.819,49.529,0.401,0.36,1.23,49,1.091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.22,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,44903228,,,,
DZA,Africa,Algeria,11/21/2020,72755,1103,968.571,2239,15,16.286,1620.262,24.564,21.57,49.863,0.334,0.363,1.21,52,1.158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.22,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,44903228,,,,
DZA,Africa,Algeria,11/22/2020,73774,1019,993.571,2258,19,17,1642.955,22.693,22.127,50.286,0.423,0.379,1.18,46,1.024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.22,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,44903228,,,,
